gait,gait_id,grid_mode,frequency_residual,frequency,duration_residual,duration,footswing_height_residual,footswing_height,stance_width_residual,stance_width,body_pitch_residual,body_pitch,task_id,condition,cmd_vx,target_gait,samples,reward_mean,weighted_metric_reward_mean,measured_vx_mean,vx_abs_error_mean,vy_abs_mean,yaw_abs_mean,lateral_offset_abs_mean,lateral_vel_abs_mean,lateral_vel_sq_mean,base_z_vel_abs_mean,base_z_vel_sq_mean,roll_rate_abs_mean,roll_rate_sq_mean,pitch_rate_abs_mean,pitch_rate_sq_mean,yaw_rate_abs_mean,yaw_rate_sq_mean,gravity_x_sq_mean,gravity_y_sq_mean,torque_penalty_mean,slip_penalty_mean,mechanical_power_abs_mean,positive_mechanical_power_mean,contact_force_mean_mean,stance_contact_force_mean_mean,peak_contact_force_mean,swing_foot_clearance_mean_mean,scuffing_ratio_mean,foot_impact_vel_sum_mean,foot_impact_vel_sq_sum_mean,foot_impact_count_mean,forward_distance_mean,target_forward_distance_mean,actual_frequency_mean,actual_duration_mean,actual_footswing_height_mean,actual_stance_width_mean,actual_body_pitch_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,done_rate,edge_reset_rate,fall_rate,foot_impact_rate,foot_impact_vel_mean,foot_impact_vel_rms,lateral_vel_rms,base_z_vel_rms,roll_rate_rms,pitch_rate_rms,yaw_rate_rms,orientation_rms,forward_distance_ratio,progress_deficit,transport_cost_proxy,progress_score,yaw_score,orientation_score,lateral_score,slip_score,energy_score,impact_score,scuffing_score,smoothness_score,survival_score,neutral_score,pareto_objectives
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,1.0,0.3700000047683716,-1.0,-0.03999999910593033,ramp_up_trot_robustness,ramp_up,1.5,trotting,1000,0.6990683078765869,0.6990683078765869,1.2412478923797607,0.3049575686454773,0.10382962971925735,0.2175535261631012,1.4803178310394287,0.10382962971925735,0.025966133922338486,0.5524966716766357,0.4745768904685974,0.5976420640945435,0.9178295135498047,0.5920138359069824,0.8799059391021729,0.2175535261631012,0.12128963321447372,0.014528430067002773,0.005376254208385944,0.420410692691803,0.02825559303164482,217.39083862304688,142.22312927246094,34.086997985839844,40.328285217285156,368.7893981933594,0.05497225373983383,0.06800000369548798,0.6718584299087524,2.344442844390869,0.9960000514984131,0.02482496201992035,0.029999924823641777,2.6143929958343506,0.5,0.05107995122671127,0.36855971813201904,-0.03856002911925316,0.7528576850891113,0.6856398582458496,0.7456120252609253,0.513364315032959,0.49704480171203613,0.8147463798522949,0.34407898783683777,0.2036626636981964,0.7992238998413086,0.5487036108970642,0.1384999006986618,0.9792481660842896,0.9599826335906982,0.06457623839378357,0.1502305269241333,1.0,0.024000000208616257,0.007000000216066837,0.017000000923871994,0.996,0.674556624937249,1.5342288157865775,0.16114010649847071,0.6888954133020465,0.9580341922654977,0.93803301599793,0.34826661225916233,0.14108396179363805,0.12412481009960175,0.02587481401860714,175.13893877093165,0.6893566846847534,0.62294602394104,0.6715990900993347,0.1353839486837387,0.5682965517044067,0.4313560724258423,0.5551791191101074,0.7117702960968018,0.9599826335906982,0.982999999076128,0.7149404686612961,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,1.0,0.3700000047683716,0.0,0.0,ramp_up_trot_robustness,ramp_up,1.5,trotting,1000,0.7129567861557007,0.7129567861557007,1.2302260398864746,0.3106895685195923,0.11033594608306885,0.22379730641841888,1.425339698791504,0.11033594608306885,0.02989855408668518,0.559406042098999,0.5022326111793518,0.6307424306869507,0.973556637763977,0.5645779371261597,0.8165926933288574,0.22379730641841888,0.13111987709999084,0.009185915812849998,0.004883003421127796,0.4325295090675354,0.022637540474534035,219.54281616210938,146.7313690185547,34.313270568847656,40.65226745605469,222.7418212890625,0.054490864276885986,0.07133333384990692,0.6377825140953064,2.1188666820526123,0.996999979019165,0.02460450679063797,0.029999924823641777,2.614499568939209,0.5,0.05108794942498207,0.3685489296913147,0.0,0.7523422241210938,0.6741149425506592,0.8037530183792114,0.5287928581237793,0.4862426221370697,0.803041934967041,0.35721391439437866,0.20448927581310272,0.7936261296272278,0.5469051599502563,0.13860002160072327,0.9783835411071777,0.9625931978225708,0.11937125027179718,0.1991683542728424,0.9998000264167786,0.02500000037252903,0.007000000216066837,0.018000001087784767,0.997,0.6397015754294132,1.4578210389560833,0.17291198364105706,0.7086837173093169,0.9866897373358948,0.9036551849731497,0.36210478745798275,0.1186124750352078,0.12302253395318985,0.026977090165019035,178.45729893863148,0.6796943545341492,0.6060138940811157,0.7547426819801331,0.13221701979637146,0.6358765959739685,0.42102670669555664,0.5878340601921082,0.7000057697296143,0.9625931978225708,0.9819999989122152,0.7364413179457188,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,0.0,0.07999999821186066,1.0,0.3700000047683716,-1.0,-0.03999999910593033,ramp_up_trot_robustness,ramp_up,1.5,trotting,1000,0.7130277156829834,0.7130277156829834,1.2388554811477661,0.3076360821723938,0.11224572360515594,0.22613176703453064,1.3050520420074463,0.11224572360515594,0.027819208800792694,0.5520117282867432,0.4931986927986145,0.5853502750396729,0.7626741528511047,0.6214182376861572,1.1131250858306885,0.22613176703453064,0.11584614217281342,0.01300060749053955,0.004758202470839024,0.4356450140476227,0.018634285777807236,232.39859008789062,158.21160888671875,33.71465301513672,41.19508743286133,583.6480102539062,0.05739310383796692,0.06916667520999908,0.6372345685958862,2.2838802337646484,0.9940000176429749,0.024777118116617203,0.029999924823641777,2.6149935722351074,0.5,0.08000031858682632,0.3684996962547302,-0.038500018417835236,0.7444827556610107,0.6732587218284607,0.7681812047958374,0.502063512802124,0.4962179660797119,0.8025915622711182,0.38212358951568604,0.20867985486984253,0.8039736151695251,0.5376113653182983,0.5,0.9783835411071777,0.9619923830032349,0.12012556195259094,0.20467588305473328,1.0,0.02500000037252903,0.004000000189989805,0.021000001579523087,0.994,0.6410809829681212,1.515805518300289,0.16679091342394134,0.7022810639612993,0.873312173767837,1.055047432976683,0.3403617813045604,0.13326218503903714,0.12388559058308601,0.02611403353512287,187.59136446858162,0.6848469972610474,0.5996820330619812,0.7010499238967896,0.15544921159744263,0.6888816952705383,0.4184114336967468,0.5630332827568054,0.7076303958892822,0.9619923830032349,0.9789999984204769,0.7321171399492485,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,-1.0,0.2900000214576721,0.0,0.0,ramp_up_trot_robustness,ramp_up,1.5,trotting,1000,0.7476081848144531,0.7476081848144531,1.2608717679977417,0.256542444229126,0.09940482676029205,0.1813100427389145,1.1974153518676758,0.09940482676029205,0.02734293043613434,0.5107467770576477,0.4390968680381775,0.641518771648407,1.0532395839691162,0.48637062311172485,0.5743937492370605,0.1813100427389145,0.07617209851741791,0.009122734889388084,0.0037483724299818277,0.3898047208786011,0.019797557964920998,212.71084594726562,142.89862060546875,33.93431854248047,37.76634979248047,561.5532836914062,0.05366851016879082,0.06083333492279053,0.7926418781280518,2.7473983764648438,1.1449999809265137,0.025217443704605103,0.029999924823641777,3.000000238418579,0.5,0.051119133830070496,0.2914921045303345,0.0,0.7975558042526245,0.7365448474884033,0.826309323310852,0.5521831512451172,0.4732944965362549,0.8510901927947998,0.4170427918434143,0.23337236046791077,0.802048921585083,0.5680683255195618,0.13898952305316925,0.9783835411071777,0.9660349488258362,0.23400703072547913,0.30723345279693604,1.0,0.02500000037252903,0.009000000543892384,0.01600000075995922,1.145,0.6922636207014192,1.5490237628596697,0.165356978794771,0.6626438470537378,1.0262746143060912,0.757887689065511,0.2759929320062706,0.11345090268204089,0.1260872185230255,0.023912405595183372,168.70141067957246,0.7685450315475464,0.7198349237442017,0.7730417847633362,0.17477184534072876,0.6730395555496216,0.45858508348464966,0.5488837361335754,0.7377378940582275,0.9660349488258362,0.9839999992400408,0.772555321932603,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,1.0,0.3700000047683716,-1.0,-0.03999999910593033,ramp_up_trot_robustness,ramp_up,1.5,trotting,1000,0.717301607131958,0.717301607131958,1.2499213218688965,0.2873513996601105,0.09790632873773575,0.21053627133369446,1.4180444478988647,0.09790632873773575,0.02647697553038597,0.5012047290802002,0.42850616574287415,0.6094843745231628,1.0233412981033325,0.5636739134788513,0.8764398694038391,0.21053627133369446,0.11410592496395111,0.012376867234706879,0.004015217535197735,0.4138564169406891,0.02881723642349243,225.11544799804688,154.44647216796875,34.38663864135742,41.29827117919922,294.92437744140625,0.054670561105012894,0.06308334320783615,0.6838696599006653,2.250641345977783,1.130000114440918,0.024998411536216736,0.029999924823641777,3.000000238418579,0.5,0.051079969853162766,0.3685596287250519,-0.03856000304222107,0.7795698642730713,0.68714839220047,0.783972978591919,0.5330121517181396,0.5085045099258423,0.8191457986831665,0.36992597579956055,0.24080801010131836,0.8019471168518066,0.5530306100845337,0.13850006461143494,0.9792481660842896,0.963512659072876,0.11894941329956055,0.2001187801361084,1.0,0.02500000037252903,0.004999999888241291,0.020000001415610313,1.13,0.605194361863938,1.4112824010160363,0.16271747149702753,0.6546038235015696,1.0116033304133258,0.9361836728996288,0.33779568523584064,0.1280315772374324,0.12499205768108368,0.025007566437125206,180.10369457611276,0.7187200784683228,0.6419433355331421,0.7204770445823669,0.14261823892593384,0.5619487166404724,0.4370477497577667,0.6077877879142761,0.7294847965240479,0.963512659072876,0.9799999985843897,0.7342002920042245,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,1.0,0.3700000047683716,0.0,0.0,ramp_up_trot_robustness,ramp_up,1.5,trotting,1000,0.7408409118652344,0.7408409118652344,1.2632967233657837,0.26757320761680603,0.09623140096664429,0.21098126471042633,1.496753454208374,0.09623140096664429,0.025329595431685448,0.5094435811042786,0.443819135427475,0.5541441440582275,0.7870460748672485,0.535140335559845,0.7792542576789856,0.21098126471042633,0.11583177745342255,0.009925276041030884,0.003761513391509652,0.38775044679641724,0.02390814758837223,211.47410583496094,140.82798767089844,33.90966796875,39.04995346069336,627.3880615234375,0.05501199886202812,0.053416669368743896,0.7805510759353638,2.7031049728393555,1.13100004196167,0.025265928357839584,0.029999924823641777,3.000000238418579,0.5,0.051115281879901886,0.3685126304626465,0.0,0.792610764503479,0.6925852298736572,0.8196009397506714,0.5491687655448914,0.5424116849899292,0.8215794563293457,0.3452235460281372,0.23148776590824127,0.8218835592269897,0.5712562799453735,0.13894137740135193,0.9783835411071777,0.9660675525665283,0.23391218483448029,0.30646979808807373,0.9998000264167786,0.02500000037252903,0.006000000052154064,0.01900000125169754,1.131,0.6901423743506853,1.5459666973993451,0.15915274245731817,0.6661975198298737,0.8871561727606073,0.8827537922201103,0.34034067851701555,0.1169905527491025,0.12632964178919792,0.023669982329010963,167.3986023422379,0.7509759068489075,0.6407403945922852,0.7605329751968384,0.134883314371109,0.6199211478233337,0.46047306060791016,0.5501835942268372,0.7656092643737793,0.9660675525665283,0.9809999987483025,0.7554124200191253,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,1.0,0.3700000047683716,1.0,0.03999999910593033,ramp_up_trot_robustness,ramp_up,1.5,trotting,1000,0.723475456237793,0.723475456237793,1.2768940925598145,0.2539065182209015,0.10831601917743683,0.22510069608688354,1.5779685974121094,0.10831601917743683,0.03222992271184921,0.4963110685348511,0.41945433616638184,0.6199556589126587,1.075516700744629,0.4704778790473938,0.5353976488113403,0.22510069608688354,0.11953847110271454,0.00726246926933527,0.004081192426383495,0.39934349060058594,0.01863047480583191,212.56271362304688,139.94149780273438,33.82554244995117,38.33064270019531,401.94830322265625,0.0548732727766037,0.052916668355464935,0.8279323577880859,2.926995277404785,1.130000114440918,0.025537874549627304,0.029999924823641777,3.000000238418579,0.5,0.051115237176418304,0.3685126006603241,0.038512978702783585,0.809556245803833,0.666163444519043,0.8551347255706787,0.5617428421974182,0.5013153553009033,0.8062493801116943,0.3117644786834717,0.2321687638759613,0.8169252872467041,0.5659271478652954,0.1389409452676773,0.9783835411071777,0.9620686769485474,0.11996117234230042,0.20284581184387207,0.9998000264167786,0.02500000037252903,0.003000000026077032,0.02200000174343586,1.13,0.7326835159706858,1.609428832117983,0.17952694146519962,0.6476529442273707,1.0370712129572535,0.7317087185563258,0.34574336017155055,0.10650662747321767,0.12768937274813652,0.022310251370072365,166.46855433164254,0.7726925015449524,0.6024785041809082,0.7970218062400818,0.10833065956830978,0.6889342069625854,0.44991934299468994,0.523318350315094,0.7675256729125977,0.9620686769485474,0.9779999982565641,0.7716030855782521,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,0.0,0.07999999821186066,-1.0,0.2900000214576721,-1.0,-0.03999999910593033,ramp_up_trot_robustness,ramp_up,1.5,trotting,1000,0.7368255257606506,0.7368255257606506,1.240751028060913,0.2762373089790344,0.10822877287864685,0.1859118640422821,1.4082448482513428,0.10822877287864685,0.03140252083539963,0.5008471012115479,0.42718201875686646,0.6223471164703369,0.88060462474823,0.5233449339866638,0.747247576713562,0.1859118640422821,0.08512173593044281,0.012703614309430122,0.003552742302417755,0.3815622925758362,0.025543129071593285,218.26785278320312,147.64617919921875,33.57627868652344,38.830474853515625,777.7764282226562,0.05727316811680794,0.05483333766460419,0.7835838794708252,2.8771681785583496,1.1380000114440918,0.024815043434500694,0.029999924823641777,3.000000238418579,0.5,0.08000031858682632,0.2914400100708008,-0.03855999559164047,0.7849060297012329,0.72270667552948,0.7765923738479614,0.5575634241104126,0.4842999577522278,0.8409061431884766,0.34575432538986206,0.23529425263404846,0.8210610747337341,0.5666694641113281,0.5,0.9792482256889343,0.9673757553100586,0.2328498661518097,0.30407172441482544,1.0,0.024000000208616257,0.0060000005178153515,0.018000001087784767,1.138,0.6885622691605339,1.590052548774623,0.1772075642725209,0.6535916299623691,0.9384053627021907,0.8644348308077145,0.29175629544269105,0.1275004180849925,0.12407521717250347,0.025924406945705414,175.9159153180952,0.7369551658630371,0.7077727317810059,0.7224355340003967,0.1305113434791565,0.5999778509140015,0.46620744466781616,0.5314921736717224,0.7602053284645081,0.9673757553100586,0.9819999989122152,0.7445000386199889,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,0.0,0.07999999821186066,-1.0,0.2900000214576721,0.0,0.0,ramp_up_trot_robustness,ramp_up,1.5,trotting,1000,0.7820050716400146,0.7820050716400146,1.242790937423706,0.273358553647995,0.09874757379293442,0.2138766348361969,1.381644606590271,0.09874757379293442,0.025320015847682953,0.5035681128501892,0.43395841121673584,0.6581648588180542,1.0841472148895264,0.5053979158401489,0.72682785987854,0.2138766348361969,0.11657549440860748,0.008005455136299133,0.003655429929494858,0.38908272981643677,0.02379443123936653,221.464599609375,151.31202697753906,33.6061897277832,38.01033020019531,349.195068359375,0.05679229274392128,0.050583336502313614,0.8794859647750854,3.283092975616455,1.133000135421753,0.02485581859946251,0.029999924823641777,3.000000238418579,0.5,0.08000031858682632,0.29148274660110474,0.0,0.7869362235069275,0.6898643970489502,0.8407034873962402,0.5496596693992615,0.48888105154037476,0.8202921748161316,0.37890052795410156,0.2351868599653244,0.8151777982711792,0.5667974948883057,0.5,0.9783835411071777,0.9704620838165283,0.476561963558197,0.5260430574417114,1.0,0.02500000037252903,0.004999999888241291,0.020000001415610313,1.133,0.7762452787986815,1.7022628554836388,0.15912264404440668,0.6587551982464623,1.041223902381004,0.8525419988942129,0.3414315369274014,0.107985578045376,0.12427909299731255,0.02572053112089634,178.1994001891171,0.7416338920593262,0.6329067945480347,0.7919811606407166,0.1513674557209015,0.6213327050209045,0.45924773812294006,0.48460328578948975,0.7765325903892517,0.9704620838165283,0.9799999985843897,0.7539867224792639,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,0.0,0.07999999821186066,0.0,0.33000001311302185,0.0,0.0,ramp_up_trot_robustness,ramp_up,1.5,trotting,1000,0.8588616847991943,0.8588616847991943,1.2869863510131836,0.2443763017654419,0.09549065679311752,0.1841612160205841,1.582655668258667,0.09549065679311752,0.02516477182507515,0.4975620210170746,0.4238377809524536,0.6044028997421265,0.890980064868927,0.5126928091049194,0.7355751991271973,0.1841612160205841,0.08201957494020462,0.008498916402459145,0.004022170323878527,0.40583115816116333,0.01978132501244545,234.02081298828125,158.325927734375,33.74082946777344,39.14530563354492,308.8927917480469,0.05794467031955719,0.053833335638046265,0.8549742698669434,3.2530200481414795,1.1420000791549683,0.025739725679159164,0.029999924823641777,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0,0.8136649131774902,0.7221039533615112,0.8290140628814697,0.5484346151351929,0.4958610534667969,0.8387191295623779,0.30509626865386963,0.23935024440288544,0.8124721646308899,0.5567288398742676,0.5,0.9783835411071777,0.975293755531311,1.0,1.0,0.9998000264167786,0.02500000037252903,0.003000000026077032,0.02199999988079071,1.142,0.748663960739109,1.6877585472380743,0.15863408153696087,0.6510282489665511,0.943917403626465,0.8576568073111746,0.28639059855415055,0.11189766184481993,0.12869862839579582,0.021300995722413063,181.8362819497252,0.787510097026825,0.7123730778694153,0.7784724235534668,0.12418895214796066,0.6732581257820129,0.4441191852092743,0.4905970096588135,0.7640159130096436,0.975293755531311,0.9780000001192093,0.771746365687786,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
