gait,gait_id,grid_mode,frequency_residual,frequency,duration_residual,duration,footswing_height_residual,footswing_height,stance_width_residual,stance_width,body_pitch_residual,body_pitch,task_id,condition,cmd_vx,target_gait,samples,reward_mean,weighted_metric_reward_mean,measured_vx_mean,vx_abs_error_mean,vy_abs_mean,yaw_abs_mean,lateral_offset_abs_mean,lateral_vel_abs_mean,lateral_vel_sq_mean,base_z_vel_abs_mean,base_z_vel_sq_mean,roll_rate_abs_mean,roll_rate_sq_mean,pitch_rate_abs_mean,pitch_rate_sq_mean,yaw_rate_abs_mean,yaw_rate_sq_mean,gravity_x_sq_mean,gravity_y_sq_mean,torque_penalty_mean,slip_penalty_mean,mechanical_power_abs_mean,positive_mechanical_power_mean,contact_force_mean_mean,stance_contact_force_mean_mean,peak_contact_force_mean,swing_foot_clearance_mean_mean,scuffing_ratio_mean,foot_impact_vel_sum_mean,foot_impact_vel_sq_sum_mean,foot_impact_count_mean,forward_distance_mean,target_forward_distance_mean,actual_frequency_mean,actual_duration_mean,actual_footswing_height_mean,actual_stance_width_mean,actual_body_pitch_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,done_rate,edge_reset_rate,fall_rate,foot_impact_rate,foot_impact_vel_mean,foot_impact_vel_rms,lateral_vel_rms,base_z_vel_rms,roll_rate_rms,pitch_rate_rms,yaw_rate_rms,orientation_rms,forward_distance_ratio,progress_deficit,transport_cost_proxy,progress_score,yaw_score,orientation_score,lateral_score,slip_score,energy_score,impact_score,scuffing_score,smoothness_score,survival_score,neutral_score
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,-1.0,0.2900000214576721,-1.0,-0.03999999910593033,ramp_up_trot_robustness,ramp_up,0.5,trotting,1000,0.7492115497589111,0.7492115497589111,0.4672723412513733,0.09177517145872116,0.051063910126686096,0.10682685673236847,1.4613728523254395,0.051063910126686096,0.00862608291208744,0.48019593954086304,0.3341781795024872,0.47685885429382324,0.48986828327178955,0.43735912442207336,0.4003562927246094,0.10682685673236847,0.03098428063094616,0.012588567100465298,0.002370535396039486,0.30723777413368225,0.010655772872269154,118.80419921875,74.64865112304688,35.33453369140625,37.505584716796875,488.09478759765625,0.040028590708971024,0.0442500039935112,0.5855667591094971,1.711988091468811,1.0199999809265137,0.009345447644591331,0.01000003982335329,2.6053905487060547,0.5,0.05040490999817848,0.2905399799346924,-0.039460014551877975,0.9347245693206787,0.8675755858421326,0.7611241340637207,0.5867187976837158,0.5593251585960388,0.9318808317184448,0.4364001154899597,0.21507488191127777,0.9237939119338989,0.628044068813324,0.13006320595741272,0.9922181367874146,0.9849935173988342,0.049692876636981964,0.08181631565093994,1.0,0.00800000037997961,0.0,0.00800000037997961,1.02,0.5740850710401348,1.295538360769328,0.09287670812473621,0.5780814644169862,0.699905910299227,0.6327371434684465,0.17602352294777582,0.12230740981847658,0.04672723822295666,0.0032729608938097954,254.25044183139065,0.9668704867362976,0.8921511173248291,0.7414244413375854,0.19516800343990326,0.8080628514289856,0.5409244894981384,0.6573064923286438,0.8015162348747253,0.9849935173988342,0.9919999996200204,0.857006579112166
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,-1.0,0.2900000214576721,0.0,0.0,ramp_up_trot_robustness,ramp_up,0.5,trotting,1000,0.7601677179336548,0.7601677179336548,0.4826353192329407,0.09107693284749985,0.0636303499341011,0.1245637983083725,1.569608449935913,0.0636303499341011,0.01829013228416443,0.5094454288482666,0.3855873942375183,0.5149444937705994,0.7170363664627075,0.4536679983139038,0.4084709882736206,0.1245637983083725,0.05795082822442055,0.008340217173099518,0.0034582973457872868,0.30598634481430054,0.011210664175450802,122.17296600341797,74.85409545898438,35.16587829589844,38.92464065551758,470.72625732421875,0.04167715832591057,0.05066667124629021,0.573147177696228,1.704988718032837,1.027999997138977,0.009652707725763321,0.01000003982335329,2.605987548828125,0.5,0.05044969916343689,0.290599524974823,0.0,0.9331055879592896,0.8491113185882568,0.8314017057418823,0.5631366968154907,0.5682773590087891,0.9180194139480591,0.4060118794441223,0.20280218124389648,0.9193844199180603,0.6353448629379272,0.13062269985675812,0.9913535118103027,0.9847970604896545,0.10247806459665298,0.1362818032503128,1.0,0.010000000707805157,0.0010000000474974513,0.009000000543892384,1.028,0.5575362031098006,1.2878468024977003,0.13524101553953383,0.6209568376606528,0.8467799988560828,0.6391173509408273,0.2407297825870753,0.10862096721575815,0.048263538628816605,0.0017366604879498482,253.13722625519665,0.9673643708229065,0.8562769889831543,0.7898041605949402,0.14436490833759308,0.7991446852684021,0.5422800779342651,0.6605798006057739,0.7762090563774109,0.9847970604896545,0.9909999994561076,0.8633513197971461
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,-1.0,0.2900000214576721,1.0,0.03999999910593033,ramp_up_trot_robustness,ramp_up,0.5,trotting,1000,0.7575222253799438,0.7575222253799438,0.46242979168891907,0.09258656203746796,0.05635257810354233,0.10431961715221405,1.5390907526016235,0.05635257810354233,0.013227013871073723,0.4755136966705322,0.33875882625579834,0.4755522906780243,0.5187797546386719,0.41639330983161926,0.3495316505432129,0.10431961715221405,0.03012210503220558,0.0032954118214547634,0.0027693738229572773,0.33379364013671875,0.013368763029575348,122.09877014160156,82.00875854492188,35.449737548828125,38.24263000488281,570.7459716796875,0.03945715352892876,0.04383333772420883,0.6176738142967224,1.8142879009246826,1.0269999504089355,0.009248591959476471,0.01000003982335329,2.605374336242676,0.5,0.050403714179992676,0.2905382812023163,0.039461638778448105,0.934780478477478,0.8684302568435669,0.9136598110198975,0.5902109742164612,0.5683531761169434,0.9337868690490723,0.39949414134025574,0.21741804480552673,0.9060646295547485,0.607460081577301,0.13004818558692932,0.9922181367874146,0.9849953055381775,0.0496821328997612,0.08173111081123352,1.0,0.009000000543892384,0.0020000000949949026,0.007000000216066837,1.027,0.6014350215090981,1.329131262936716,0.11500875562788132,0.5820299186947337,0.7202636702199215,0.5912120182668928,0.17355720968085878,0.07787673365269014,0.046242959797382355,0.003757239319384098,264.037422190434,0.966292142868042,0.8968866467475891,0.8857719898223877,0.1646997630596161,0.7653858065605164,0.5129446983337402,0.6429762840270996,0.8031878471374512,0.9849953055381775,0.9929999997839332,0.8746630554684462
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,0.0,0.33000001311302185,-1.0,-0.03999999910593033,ramp_up_trot_robustness,ramp_up,0.5,trotting,1000,0.7639113664627075,0.7639113664627075,0.456844687461853,0.10331150889396667,0.05754247307777405,0.10687626153230667,1.3300631046295166,0.05754247307777405,0.009503189474344254,0.5041723251342773,0.3702881336212158,0.4601239264011383,0.4424912929534912,0.5176182389259338,0.4699321985244751,0.10687626153230667,0.032378122210502625,0.011093469336628914,0.0025198187213391066,0.29707247018814087,0.014813646674156189,115.76527404785156,71.82145690917969,35.72117614746094,38.84896469116211,517.1563110351562,0.040502142161130905,0.04091666638851166,0.5325716137886047,1.3751983642578125,1.0190000534057617,0.009136894717812538,0.01000003982335329,2.605989456176758,0.5,0.050449881702661514,0.33000147342681885,-0.039400093257427216,0.9283463954925537,0.8658068180084229,0.7849112749099731,0.48644888401031494,0.5729696750640869,0.9340130090713501,0.4946056008338928,0.20284819602966309,0.9179242849349976,0.6373060345649719,0.1306249499320984,0.991353452205658,0.9847970008850098,0.10248074680566788,0.13630075752735138,1.0,0.010000000707805157,0.0020000000949949026,0.00800000037997961,1.019,0.52264140749586,1.161704258981786,0.09748430373318698,0.6085130513154305,0.6652001901333847,0.6855160089483506,0.17993921810017577,0.1166759960658919,0.04568447358906269,0.004315725527703762,253.4018173463341,0.9582054615020752,0.8920568823814392,0.7616518139839172,0.218684121966362,0.7435844540596008,0.5520343780517578,0.7136310338973999,0.8149868249893188,0.9847970008850098,0.9919999996200204,0.8546104005609567
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,0.0,0.33000001311302185,0.0,0.0,ramp_up_trot_robustness,ramp_up,0.5,trotting,1000,0.7785629630088806,0.7785629630088806,0.4967383146286011,0.08457697927951813,0.05303644388914108,0.10888348519802094,1.727752685546875,0.05303644388914108,0.006882770918309689,0.49218231439590454,0.35874420404434204,0.46671992540359497,0.4575904607772827,0.5059605240821838,0.43504470586776733,0.10888348519802094,0.03201233968138695,0.007027600426226854,0.0017258698353543878,0.33046233654022217,0.011564688757061958,120.53077697753906,76.42636108398438,35.032814025878906,38.08982849121094,386.84039306640625,0.03963916003704071,0.036750003695487976,0.6511476039886475,2.044872522354126,1.0220000743865967,0.00993476901203394,0.01000003982335329,2.605391025543213,0.5,0.050404950976371765,0.33000147342681885,0.0,0.9435259103775024,0.8573401570320129,0.8587083220481873,0.4920825660228729,0.554785966873169,0.9302781224250793,0.37138181924819946,0.20866793394088745,0.9185286164283752,0.6128542423248291,0.13006368279457092,0.9922181367874146,0.9877659678459167,0.21350613236427307,0.24022576212882996,1.0,0.009000000543892384,0.003000000026077032,0.006000000052154064,1.022,0.6371307074440435,1.414515343179235,0.08296246692516857,0.5989525891457036,0.6764543301489634,0.6595791884738081,0.17891992533361661,0.09355998215894037,0.0496738450601697,0.000326354056596756,242.64441342250183,0.9717923998832703,0.8882019519805908,0.8393987417221069,0.15483301877975464,0.7935063242912292,0.5163736343383789,0.606401264667511,0.8321437835693359,0.9877659678459167,0.9939999999478459,0.8691967642173553
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,0.0,0.33000001311302185,1.0,0.03999999910593033,ramp_up_trot_robustness,ramp_up,0.5,trotting,1000,0.7614471912384033,0.7614471912384033,0.4159339666366577,0.10248690843582153,0.06267210096120834,0.1012163758277893,1.7975883483886719,0.06267210096120834,0.013979347422719002,0.4928410053253174,0.34653139114379883,0.4340932369232178,0.47654086351394653,0.39073479175567627,0.361245334148407,0.1012163758277893,0.028102532029151917,0.0031360876746475697,0.0033703360240906477,0.29378563165664673,0.018105506896972656,119.97434997558594,77.54737854003906,35.50148010253906,38.409698486328125,456.3558349609375,0.040842171758413315,0.04075000062584877,0.5798397064208984,1.5795087814331055,1.0280001163482666,0.008318674750626087,0.01000003982335329,2.6042065620422363,0.5,0.05031615123152733,0.33000147342681885,0.03957837447524071,0.9293968677520752,0.8787367939949036,0.9074136018753052,0.6285526752471924,0.6072245240211487,0.9385721683502197,0.3402770161628723,0.20848368108272552,0.9246249794960022,0.6391074657440186,0.12895365059375763,0.9939475059509277,0.989356517791748,0.09897096455097198,0.12276823818683624,1.0,0.007000000216066837,0.0,0.007000000216066837,1.028,0.5640464218674003,1.2395511884926265,0.11823429038446927,0.5886691695203672,0.6903193923930766,0.601036882519207,0.1676380983820561,0.08066240573363911,0.041593373753130436,0.008406825363636017,288.4456658967466,0.9588561058044434,0.9026255011558533,0.8779826164245605,0.1252835988998413,0.6962056756019592,0.555675208568573,0.6810485124588013,0.8156662583351135,0.989356517791748,0.9929999997839332,0.8684372540372305
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,1.0,0.3700000047683716,-1.0,-0.03999999910593033,ramp_up_trot_robustness,ramp_up,0.5,trotting,1000,0.7430753707885742,0.7430753707885742,0.4948161840438843,0.08707232028245926,0.047983117401599884,0.10718341171741486,1.6956058740615845,0.047983117401599884,0.006654990836977959,0.5153945684432983,0.39814719557762146,0.4337911605834961,0.4217257499694824,0.562970757484436,0.5338799357414246,0.10718341171741486,0.0308847613632679,0.012505559250712395,0.0021785940043628216,0.32334160804748535,0.011299503967165947,124.63623046875,78.42315673828125,35.26531219482422,38.27122497558594,547.6589965820312,0.041097357869148254,0.04083333909511566,0.5889127850532532,1.6379919052124023,1.0200001001358032,0.009896324947476387,0.01000003982335329,2.6066040992736816,0.5,0.0504959300160408,0.3693380355834961,-0.039338670670986176,0.9430134296417236,0.858378529548645,0.7723915576934814,0.4409281015396118,0.6051334738731384,0.9276776313781738,0.3613811731338501,0.19961780309677124,0.914090633392334,0.6205974817276001,0.13120095431804657,0.9904887676239014,0.9813592433929443,0.05180001258850098,0.09021108597517014,0.9998000264167786,0.010999999940395355,0.0010000000474974513,0.009999999776482582,1.02,0.5773654114966299,1.267231018510002,0.08157812719704932,0.6309890613771537,0.6494041499478445,0.7306708805894926,0.17574060817940712,0.12117818803347084,0.049481624737381935,0.0005185743793845177,251.88390050252733,0.9701288938522339,0.8914706110954285,0.7455127239227295,0.16062133014202118,0.797726035118103,0.5237801671028137,0.6693363189697266,0.815326452255249,0.9813592433929443,0.9900000002235174,0.8561639845944368
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,1.0,0.3700000047683716,0.0,0.0,ramp_up_trot_robustness,ramp_up,0.5,trotting,1000,0.7510116100311279,0.7510116100311279,0.4869825839996338,0.08817963302135468,0.06255371868610382,0.10806305706501007,1.9125590324401855,0.06255371868610382,0.014139733277261257,0.5018616914749146,0.3767028748989105,0.45320314168930054,0.4584800601005554,0.5349785089492798,0.5815656185150146,0.10806305706501007,0.03032158501446247,0.006657831370830536,0.0028964660596102476,0.3239020109176636,0.012062402442097664,122.44831848144531,78.368408203125,35.386112213134766,38.7058219909668,538.0440063476562,0.04132569581270218,0.04083333536982536,0.5966383218765259,1.6658499240875244,1.0220000743865967,0.009739652276039124,0.01000003982335329,2.6065878868103027,0.5,0.0504947155714035,0.3693397641181946,0.0,0.9356375932693481,0.8601178526878357,0.8487902879714966,0.4829537868499756,0.5929533243179321,0.9292333722114563,0.28464165329933167,0.2061430811882019,0.9157698750495911,0.6172549724578857,0.1311854124069214,0.9904887676239014,0.9832766652107239,0.1036546602845192,0.14084306359291077,1.0,0.010999999940395355,0.0020000000949949026,0.009000000543892384,1.022,0.5837948196321551,1.276710645343375,0.11891061044861076,0.6137612523603218,0.6771115566142373,0.762604496783893,0.174130942151194,0.09774608652238095,0.04869826138019562,0.0013019377365708351,251.44291090610622,0.9693761467933655,0.8897842764854431,0.8260616064071655,0.1113191768527031,0.7856467366218567,0.5231934189796448,0.6653131246566772,0.815326452255249,0.9832766652107239,0.9909999994561076,0.868768355737512
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,1.0,0.3700000047683716,1.0,0.03999999910593033,ramp_up_trot_robustness,ramp_up,0.5,trotting,1000,0.7638410925865173,0.7638410925865173,0.47898679971694946,0.08115945756435394,0.0514896959066391,0.10562311112880707,1.6003180742263794,0.0514896959066391,0.007461150176823139,0.4944405257701874,0.363530695438385,0.40131446719169617,0.3281705379486084,0.48968246579170227,0.4524306654930115,0.10562311112880707,0.024218669161200523,0.003039659932255745,0.0021683115046471357,0.3220696449279785,0.009654378518462181,114.96051788330078,74.40814208984375,34.912010192871094,37.3936882019043,204.10203552246094,0.04067768156528473,0.05108333379030228,0.5394241809844971,1.4419810771942139,1.0190000534057617,0.009579740464687347,0.01000003982335329,2.605989694595337,0.5,0.050449877977371216,0.36939942836761475,0.039400093257427216,0.9471661448478699,0.8642599582672119,0.9162544012069702,0.5222300291061401,0.6073848009109497,0.9327711462974548,0.42416131496429443,0.2086351364850998,0.9215668439865112,0.6197533011436462,0.1306249499320984,0.9913535118103027,0.9833261370658875,0.05068463832139969,0.08637413382530212,1.0,0.010000000707805157,0.0020000000949949026,0.00800000037997961,1.019,0.5293662358546982,1.1895773063749355,0.08637794959839658,0.6029350673483713,0.5728617092707528,0.6726296644462029,0.15562348524949737,0.07216627631312898,0.04789870232343674,0.0021014967933297157,240.007695308587,0.973996639251709,0.8944355845451355,0.9010816216468811,0.17385371029376984,0.8244097828865051,0.5251142978668213,0.7020339369773865,0.774593710899353,0.9833261370658875,0.9919999996200204,0.891324814552298
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,0.0,0.07999999821186066,-1.0,0.2900000214576721,-1.0,-0.03999999910593033,ramp_up_trot_robustness,ramp_up,0.5,trotting,1000,0.754753589630127,0.754753589630127,0.48487669229507446,0.08367213606834412,0.048623278737068176,0.10990683734416962,1.589505910873413,0.048623278737068176,0.007026589475572109,0.48030978441238403,0.34350818395614624,0.4817220866680145,0.5492924451828003,0.5125748515129089,0.4777534604072571,0.10990683734416962,0.025799714028835297,0.012384848669171333,0.0022157588973641396,0.3207675814628601,0.009364984929561615,132.328125,89.18009948730469,35.074440002441406,38.35430145263672,476.16546630859375,0.04280563443899155,0.04600000008940697,0.6442427635192871,2.112827777862549,1.0240000486373901,0.009697530418634415,0.01000003982335329,2.6053900718688965,0.5,0.08000031858682632,0.29053986072540283,-0.03946009278297424,0.9403510689735413,0.8534323573112488,0.7706115245819092,0.49304085969924927,0.5715109705924988,0.9270720481872559,0.40650975704193115,0.21536040306091309,0.9160947799682617,0.6108078956604004,0.5,0.9922181367874146,0.9863172769546509,0.10130473971366882,0.13174447417259216,1.0,0.009000000543892384,0.003000000026077032,0.006000000052154064,1.024,0.6291432976722717,1.436422026767605,0.08382475455121899,0.5860957122826836,0.7411426618288818,0.6911971212376807,0.1606228938502706,0.12083297383800282,0.04848765209317207,0.0015125470235943794,272.9108804418897,0.9723843932151794,0.8862155079841614,0.7467594742774963,0.17727772891521454,0.8291952013969421,0.5264835953712463,0.597006618976593,0.7945336103439331,0.9863172769546509,0.9939999999478459,0.857395560361254
